,match_id,inning,over,ball
0,1,1,1,1
1,1,1,1,1
2,1,1,1,1
3,1,1,1,1
4,1,1,1,1
5,1,1,1,1
6,1,1,1,1
7,1,1,2,1
8,1,1,2,1
9,1,1,2,1
10,1,1,2,1
11,1,1,2,1
12,1,1,2,1
13,1,1,2,1
14,1,1,3,1
15,1,1,3,1
16,1,1,3,1
17,1,1,3,1
18,1,1,3,1
19,1,1,3,1
20,1,1,4,1
21,1,1,4,1
22,1,1,4,1
23,1,1,4,1
24,1,1,4,1
25,1,1,4,1
26,1,1,5,1
27,1,1,5,1
28,1,1,5,1
29,1,1,5,1
30,1,1,5,1
31,1,1,5,1
32,1,1,6,1
33,1,1,6,1
34,1,1,6,1
35,1,1,6,1
36,1,1,6,1
37,1,1,6,1
38,1,1,7,1
39,1,1,7,1
40,1,1,7,1
41,1,1,7,1
42,1,1,7,1
43,1,1,7,1
44,1,1,8,1
45,1,1,8,1
46,1,1,8,1
47,1,1,8,1
48,1,1,8,1
49,1,1,8,1
50,1,1,9,1
51,1,1,9,1
52,1,1,9,1
53,1,1,9,1
54,1,1,9,1
55,1,1,9,1
56,1,1,10,1
57,1,1,10,1
58,1,1,10,1
59,1,1,10,1
60,1,1,10,1
61,1,1,10,1
62,1,1,11,1
63,1,1,11,1
64,1,1,11,1
65,1,1,11,1
66,1,1,11,1
67,1,1,11,1
68,1,1,12,1
69,1,1,12,1
70,1,1,12,1
71,1,1,12,1
72,1,1,12,1
73,1,1,12,1
74,1,1,13,1
75,1,1,13,1
76,1,1,13,1
77,1,1,13,1
78,1,1,13,1
79,1,1,13,1
80,1,1,13,1
81,1,1,14,1
82,1,1,14,1
83,1,1,14,1
84,1,1,14,1
85,1,1,14,1
86,1,1,14,1
87,1,1,15,1
88,1,1,15,1
89,1,1,15,1
90,1,1,15,1
91,1,1,15,1
92,1,1,15,1
93,1,1,16,1
94,1,1,16,1
95,1,1,16,1
96,1,1,16,1
97,1,1,16,1
98,1,1,16,1
99,1,1,17,1
100,1,1,17,1
101,1,1,17,1
102,1,1,17,1
103,1,1,17,1
104,1,1,17,1
105,1,1,18,1
106,1,1,18,1
107,1,1,18,1
108,1,1,18,1
109,1,1,18,1
110,1,1,18,1
111,1,1,18,1
112,1,1,18,1
113,1,1,19,1
114,1,1,19,1
115,1,1,19,1
116,1,1,19,1
117,1,1,19,1
118,1,1,19,1
119,1,1,20,1
120,1,1,20,1
121,1,1,20,1
122,1,1,20,1
123,1,1,20,1
124,1,1,20,1
125,1,2,1,1
126,1,2,1,1
127,1,2,1,1
128,1,2,1,1
129,1,2,1,1
130,1,2,1,1
131,1,2,2,1
132,1,2,2,1
133,1,2,2,1
134,1,2,2,1
135,1,2,2,1
136,1,2,2,1
137,1,2,3,1
138,1,2,3,1
139,1,2,3,1
140,1,2,3,1
141,1,2,3,1
142,1,2,3,1
143,1,2,4,1
144,1,2,4,1
145,1,2,4,1
146,1,2,4,1
147,1,2,4,1
148,1,2,4,1
149,1,2,4,1
150,1,2,5,1
151,1,2,5,1
152,1,2,5,1
153,1,2,5,1
154,1,2,5,1
155,1,2,5,1
156,1,2,5,1
157,1,2,6,1
158,1,2,6,1
159,1,2,6,1
160,1,2,6,1
161,1,2,6,1
162,1,2,6,1
163,1,2,7,1
164,1,2,7,1
165,1,2,7,1
166,1,2,7,1
167,1,2,7,1
168,1,2,7,1
169,1,2,8,1
170,1,2,8,1
171,1,2,8,1
172,1,2,8,1
173,1,2,8,1
174,1,2,8,1
175,1,2,9,1
176,1,2,9,1
177,1,2,9,1
178,1,2,9,1
179,1,2,9,1
180,1,2,9,1
181,1,2,9,1
182,1,2,10,1
183,1,2,10,1
184,1,2,10,1
185,1,2,10,1
186,1,2,10,1
187,1,2,10,1
188,1,2,10,1
189,1,2,11,1
190,1,2,11,1
191,1,2,11,1
192,1,2,11,1
193,1,2,11,1
194,1,2,11,1
195,1,2,11,1
196,1,2,12,1
197,1,2,12,1
198,1,2,12,1
199,1,2,12,1
200,1,2,12,1
201,1,2,12,1
202,1,2,13,1
203,1,2,13,1
204,1,2,13,1
205,1,2,13,1
206,1,2,13,1
207,1,2,13,1
208,1,2,14,1
209,1,2,14,1
210,1,2,14,1
211,1,2,14,1
212,1,2,14,1
213,1,2,14,1
214,1,2,15,1
215,1,2,15,1
216,1,2,15,1
217,1,2,15,1
218,1,2,15,1
219,1,2,15,1
220,1,2,16,1
221,1,2,16,1
222,1,2,16,1
223,1,2,16,1
224,1,2,16,1
225,1,2,16,1
226,1,2,17,1
227,1,2,17,1
228,1,2,17,1
229,1,2,17,1
230,1,2,17,1
231,1,2,17,1
232,1,2,18,1
233,1,2,18,1
234,1,2,18,1
235,1,2,18,1
236,1,2,18,1
237,1,2,18,1
238,1,2,19,1
239,1,2,19,1
240,1,2,19,1
241,1,2,19,1
242,1,2,19,1
243,1,2,19,1
244,1,2,20,1
245,1,2,20,1
246,1,2,20,1
247,1,2,20,1
248,2,1,1,1
249,2,1,1,1
250,2,1,1,1
251,2,1,1,1
252,2,1,1,1
253,2,1,1,1
254,2,1,1,1
255,2,1,2,1
256,2,1,2,1
257,2,1,2,1
258,2,1,2,1
259,2,1,2,1
260,2,1,2,1
261,2,1,3,1
262,2,1,3,1
263,2,1,3,1
264,2,1,3,1
265,2,1,3,1
266,2,1,3,1
267,2,1,4,1
268,2,1,4,1
269,2,1,4,1
270,2,1,4,1
271,2,1,4,1
272,2,1,4,1
273,2,1,5,1
274,2,1,5,1
275,2,1,5,1
276,2,1,5,1
277,2,1,5,1
278,2,1,5,1
279,2,1,6,1
280,2,1,6,1
281,2,1,6,1
282,2,1,6,1
283,2,1,6,1
284,2,1,6,1
285,2,1,7,1
286,2,1,7,1
287,2,1,7,1
288,2,1,7,1
289,2,1,7,1
290,2,1,7,1
291,2,1,8,1
292,2,1,8,1
293,2,1,8,1
294,2,1,8,1
295,2,1,8,1
296,2,1,8,1
297,2,1,9,1
298,2,1,9,1
299,2,1,9,1
300,2,1,9,1
301,2,1,9,1
302,2,1,9,1
303,2,1,10,1
304,2,1,10,1
305,2,1,10,1
306,2,1,10,1
307,2,1,10,1
308,2,1,10,1
309,2,1,11,1
310,2,1,11,1
311,2,1,11,1
312,2,1,11,1
313,2,1,11,1
314,2,1,11,1
315,2,1,11,1
316,2,1,12,1
317,2,1,12,1
318,2,1,12,1
319,2,1,12,1
320,2,1,12,1
321,2,1,12,1
322,2,1,13,1
323,2,1,13,1
324,2,1,13,1
325,2,1,13,1
326,2,1,13,1
327,2,1,13,1
328,2,1,13,1
329,2,1,14,1
330,2,1,14,1
331,2,1,14,1
332,2,1,14,1
333,2,1,14,1
334,2,1,14,1
335,2,1,15,1
336,2,1,15,1
337,2,1,15,1
338,2,1,15,1
339,2,1,15,1
340,2,1,15,1
341,2,1,16,1
342,2,1,16,1
343,2,1,16,1
344,2,1,16,1
345,2,1,16,1
346,2,1,16,1
347,2,1,17,1
348,2,1,17,1
349,2,1,17,1
350,2,1,17,1
351,2,1,17,1
352,2,1,17,1
353,2,1,18,1
354,2,1,18,1
355,2,1,18,1
356,2,1,18,1
357,2,1,18,1
358,2,1,18,1
359,2,1,18,1
360,2,1,19,1
361,2,1,19,1
362,2,1,19,1
363,2,1,19,1
364,2,1,19,1
365,2,1,19,1
366,2,1,20,1
367,2,1,20,1
368,2,1,20,1
369,2,1,20,1
370,2,1,20,1
371,2,1,20,1
372,2,1,20,1
373,2,2,1,1
374,2,2,1,1
375,2,2,1,1
376,2,2,1,1
377,2,2,1,1
378,2,2,1,1
379,2,2,1,1
380,2,2,2,1
381,2,2,2,1
382,2,2,2,1
383,2,2,2,1
384,2,2,2,1
385,2,2,2,1
386,2,2,3,1
387,2,2,3,1
388,2,2,3,1
389,2,2,3,1
390,2,2,3,1
391,2,2,3,1
392,2,2,4,1
393,2,2,4,1
394,2,2,4,1
395,2,2,4,1
396,2,2,4,1
397,2,2,4,1
398,2,2,5,1
399,2,2,5,1
400,2,2,5,1
401,2,2,5,1
402,2,2,5,1
403,2,2,5,1
404,2,2,6,1
405,2,2,6,1
406,2,2,6,1
407,2,2,6,1
408,2,2,6,1
409,2,2,6,1
410,2,2,7,1
411,2,2,7,1
412,2,2,7,1
413,2,2,7,1
414,2,2,7,1
415,2,2,7,1
416,2,2,8,1
417,2,2,8,1
418,2,2,8,1
419,2,2,8,1
420,2,2,8,1
421,2,2,8,1
422,2,2,9,1
423,2,2,9,1
424,2,2,9,1
425,2,2,9,1
426,2,2,9,1
427,2,2,9,1
428,2,2,10,1
429,2,2,10,1
430,2,2,10,1
431,2,2,10,1
432,2,2,10,1
433,2,2,10,1
434,2,2,11,1
435,2,2,11,1
436,2,2,11,1
437,2,2,11,1
438,2,2,11,1
439,2,2,11,1
440,2,2,12,1
441,2,2,12,1
442,2,2,12,1
443,2,2,12,1
444,2,2,12,1
445,2,2,12,1
446,2,2,13,1
447,2,2,13,1
448,2,2,13,1
449,2,2,13,1
450,2,2,13,1
451,2,2,13,1
452,2,2,14,1
453,2,2,14,1
454,2,2,14,1
455,2,2,14,1
456,2,2,14,1
457,2,2,14,1
458,2,2,14,1
459,2,2,15,1
460,2,2,15,1
461,2,2,15,1
462,2,2,15,1
463,2,2,15,1
464,2,2,15,1
465,2,2,15,1
466,2,2,16,1
467,2,2,16,1
468,2,2,16,1
469,2,2,16,1
470,2,2,16,1
471,2,2,16,1
472,2,2,17,1
473,2,2,17,1
474,2,2,17,1
475,2,2,17,1
476,2,2,17,1
477,2,2,17,1
478,2,2,18,1
479,2,2,18,1
480,2,2,18,1
481,2,2,18,1
482,2,2,18,1
483,2,2,18,1
484,2,2,19,1
485,2,2,19,1
486,2,2,19,1
487,2,2,19,1
